no,code,company_name,listing_date,shares,listing_board
945,CGAS,Citra Nusantara Gemilang Tbk.,08 Jan 2024,"1,771,499,039",Development
946,NICE,Adhi Kartiko Pratama Tbk.,09 Jan 2024,"6,082,020,000",Development
947,MSJA,Multi Spunindo Jaya Tbk.,10 Jan 2024,"5,882,352,900",Development
948,SMLE,Sinergi Multi Lestarindo Tbk.,10 Jan 2024,"2,328,153,048",Development
949,ACRO,Samcro Hyosung Adilestari Tbk.,11 Jan 2024,"3,469,207,931",Development
950,MANG,Manggung Polahraya Tbk.,11 Jan 2024,"3,812,515,744",Acceleration
951,WIFI,Solusi Sinergi Digital Tbk.,30 Dec 2020,"5,308,549,015",Development
952,FAPA,FAP Agri Tbk.,04 Jan 2021,"3,629,411,800",Development
953,DCII,DCI Indonesia Tbk.,06 Jan 2021,"2,383,745,900",Development
954,KETR,Ketrosden Triasmitra Tbk.,11 Jan 2021,"2,841,262,838",Development
955,DGNS,Diagnos Laboratorium Utama Tbk,15 Jan 2021,"1,250,000,000",Development
956,UFOE,Damai Sejahtera Abadi Tbk.,01 Feb 2021,"2,898,261,693",Development
